title,description,street,city,state,zip,country,lat,lng,phone,fax,email,,,
TJL Mechanical,T268,0037 sideroad 18 RR#1,Fergus,ON,N1M 2W3,Canada,43.7120925,-80.4023802,343-112-1106,,demo@wpmaps.com,,,
"Upper Grand Refrigeration, Heating & A/C",U054,PO Box 421,Fergus,ON,N1M 3E2,Canada,43.7043672,-80.3792615,343-112-1107,(519) 843-4643,demo@wpmaps.com,,,
105903 Ontario Inc.,H174,21 Erie Ave N.,Fisherville,ON,N0A 1G0,Canada,42.8835682,-79.9055009,343-112-1108,(905) 779-3830,demo@wpmaps.com,,,
Tor-Val HVAC,T220,22 Pancake Lane,Fonthill,ON,L0S 1E2,Canada,43.0345169,-79.2902279,343-112-1109,,demo@wpmaps.com,,,
C and C Home Heating and Cooling,C307,607 Delaware Ave,Fort Erie,ON,L2A 5M4,Canada,42.891925,-78.9921501,343-112-1110,,demo@wpmaps.com,,,
Storring Bros. Plumbing & Heating Ltd.,S347,642 Crescent Road,Fort Erie,ON,L2A 4P8,Canada,42.8934698,-78.9598684,343-112-1111,(905) 871-2874,demo@wpmaps.com,,,
"Shawn McKeown & Sons Contracting Ltd.,",S269,1108 Fish & Game Club Road,Frankford,ON,K0K 2C0,Canada,44.2260163,-77.5457786,343-112-1112,(613) 398-6221,demo@wpmaps.com,,,
Brant Doyle Plumbing Ltd,B235,1317 County Road 28,Fraserville,ON,K0L 1V0,Canada,44.2042848,-78.3867182,343-112-1113,(705) 939-6001,demo@wpmaps.com,,,
Knight Mechanical,K061,1278 Syer Line,Fraserville,ON,K0L 1V0,Canada,44.194456,-78.432118,343-112-1114,(705) 944-1780,demo@wpmaps.com,,,
B.Knight Mechanical Inc.,B305,18 Pine Tree Crescent,Fraserville ,ON,K0L 1V0,Canada,44.1663896,-78.4895205,343-112-1115,,demo@wpmaps.com,,,
Tonnes of Air,T169,598 Larmer Line,Fraserville ,ON,K0L 1V0,Canada,44.1678402,-78.4885412,343-112-1116,,demo@wpmaps.com,,,
1245586 Ontario Ltd,S331,2 Allison CT,Georgetown,ON,L7G 4S4,Canada,43.6819032,-79.9936076,343-112-1117,(905) 873-9338,demo@wpmaps.com,,,
AlpineAir Heating & cooling Inc,A488,13061 15 side road,Georgetown,ON,L7G 4S5,Canada,43.6295314,-79.9198456,343-112-1118,,demo@wpmaps.com,,,
Anderson Family Heating & Air Conditioning Inc,A518,11 Caroline Street,Georgetown,ON,L7G 2J5,Canada,43.6572083,-79.9191609,343-112-1119,,demo@wpmaps.com,,,
Asbuilt Climatecare,A362,5 Armstrong Avenue,Georgetown,ON,L7G 4S1,Canada,43.6545742,-79.9076821,343-112-1120,(905) 877-8025,demo@wpmaps.com,,,
Brampton Air Systems Ltd.,B244,55 Sinclair Ave #17,Georgetown,ON,L7G 4X4,Canada,43.6516449,-79.8956114,343-112-1121,(905) 877-0051,demo@wpmaps.com,,,
Canadian Burner & Boiler,T072,246 - 162 Guelph Street,Georgetown,ON,L7G 5X7,Canada,43.64995,-79.8971715,343-112-1122,,demo@wpmaps.com,,,
EDClima Heating & Cooling,E183,11 Bradley Drive,Georgetown,ON,L7G 6B5,Canada,43.654246,-79.9110746,343-112-1123,,demo@wpmaps.com,,,
JW Congregation Support,J102,P O Box 4100,Georgetown,ON,L7G 4Y4,Canada,43.65469,-79.9411885,343-112-1124,,demo@wpmaps.com,,,
"Kendale Mechanical Ltd.,",K047,P O Box 91555 - 47 Main Street South,Georgetown,ON,L7G 5M9,Canada,43.6501473,-79.9267878,343-112-1125,,demo@wpmaps.com,,,
Matco Heating & Cooling Inc.,M309,15310 Argyll Road,Georgetown,ON ,L7G 5P3,Canada,43.6419092,-79.8715306,343-112-1126,,demo@wpmaps.com,,,
North Halton Heating,N108,48 Wildwood Road,Georgetown,ON,L7G 2W8,Canada,43.6628824,-79.9311681,343-112-1127,,demo@wpmaps.com,,,
"Precision Air Mechanical Services Ltd.,",P093,Suite 233 - 162 Guelph Street,Georgetown,ON,L7G 5X7,Canada,43.6502218,-79.9088191,343-112-1128,(416) 222-9444,demo@wpmaps.com,,,
Preferred Air Ltd.,P057,"354 Guelph St, Unit # 23",Georgetown,ON,L7G 4B5,Canada,43.6483101,-79.8819205,343-112-1129,905-270-3000,demo@wpmaps.com,,,
Thermal Tech Services,T088,10720 Trafalgar Road,Georgetown,ON,L7G 4S5,Canada,43.6211913,-79.9146789,343-112-1130,(905) 826-7806,demo@wpmaps.com,,,
HVAC-Group,H202,63 Upper Canada Crt,Georgetown ,ON,L7G 0L2,Canada,43.6496049,-79.8734882,343-112-1131,,demo@wpmaps.com,,,
Polwood Construction,P162,28 Glen Crescent Drive,Glen Williams,ON,L7G 2X5,Canada,43.6726112,-79.9303808,343-112-1132,(905) 877-1813,demo@wpmaps.com,,,
Adeo Contracting Ltd.,A281,11904 Woodbine Ave.,Gormley,ON,L0H 1G0,Canada,43.9327688,-79.3789885,343-112-1133,(905) 987-8186,demo@wpmaps.com,,,
702153 Ontario Limited o/a Fairwood Homes,F131,2561 Stouffville road - P.O. Box 70,Gormley ,ON,L0H 1G0,Canada,43.9427804,-79.3718355,343-112-1134,(905) 642-1602,demo@wpmaps.com,,,
Ste. Anne's Country Inn & Spa,S076,RR#1,Grafton,ON,K0K 2G0,Canada,43.992634,-78.023383,343-112-1135,(905) 349-3156,demo@wpmaps.com,,,
LKS Homes Ltd,L073,5 Eastside street,Greenbank,ON,L0C 1B0,Canada,44.1491515,-79.0109316,343-112-1136,,demo@wpmaps.com,,,
7215932 Canada Inc.,P014,3370 Greenwood Road,Greenwood,ON,L0H 1H0,Canada,43.9171154,-79.068648,343-112-1137,(905) 426-6719,demo@wpmaps.com,,,
Ecological Mechanical Inc.,E119,3370 Greenwood Road,Greenwood,ON,L0H 1H6,Canada,43.9171154,-79.068648,343-112-1138,(905) 619-5266,demo@wpmaps.com,,,
Aldershot Air Conditioning & Heating LTD,A484,43 Governors Rd,Grimsby,ON,L3M 2Y3,Canada,43.1846223,-79.5460089,343-112-1139,,demo@wpmaps.com,,,
M.K. Plumbing & Heating Inc.,M252,6 Leawood Drive,Grimsby,ON,L3M 4C9,Canada,43.2036797,-79.62852,343-112-1140,,demo@wpmaps.com,,,
Air Wave Heating and Cooling,A238,955 Woodlawn Road West,Guelph,ON,N1K 1C9,Canada,43.5335991,-80.3218291,343-112-1141,(519) 763-5559,demo@wpmaps.com,,,
Hall's Heat & Cool Inc,H175,Unit 10 - 449 Laird Rd,Guelph,ON,N1G 4W1,Canada,43.4944059,-80.2050807,343-112-1142,(519) 836-8914,demo@wpmaps.com,,,
Hy-Mark Mech.,H069,5068 Whitelaw Road Unit #4,Guelph,ON,N1H 6J4,Canada,43.5044135,-80.2699395,343-112-1143,(519) 822-5423,demo@wpmaps.com,,,
Normik Mechanical Heating & Co,N056,RR2 - 244 Carter Road,Guelph,ON,N1H 6H8,Canada,43.567448,-80.1701619,343-112-1144,(519) 829-2897,demo@wpmaps.com,,,
O'Brien Fabricators Ltd,O044,45 Dawson Road,Guelph,ON,N1H 1B1,Canada,43.5464573,-80.274295,343-112-1145,(519) 836-1043,demo@wpmaps.com,,,
Pilon Mechanical,P031,355 Michener Road ,Guelph,ON,N1K 1E8,Canada,43.5322399,-80.3156722,343-112-1146,(519) 823-1493,demo@wpmaps.com,,,
Rapid Cooling,R073,Unit 4 27 Monarch Road,Guelph,ON,N1K 1N4,Canada,43.5491567,-80.3059887,343-112-1147,(519) 823-2766,demo@wpmaps.com,,,
Vanley Mechanical,V061,92 Wimbledon Road,Guelph,ON,N1H 7X1,Canada,43.5350477,-80.2887284,343-112-1148,,demo@wpmaps.com,,,
Weiss Service Associates Inc,W055,44 Balmoral  Drive,Guelph,ON,N1E 3N6,Canada,43.5747661,-80.2580283,343-112-1149,(519) 826-0655,demo@wpmaps.com,,,
Wellington Comfort Systems Ltd,W024-A,656 imperial Road North,Guelph,ON,N1H 7M3,Canada,43.5426342,-80.3054867,343-112-1150,(519)821-5218,demo@wpmaps.com,,,
Wellington Sheet Metal Ltd.,W024,656 Imperial Rd. N.,Guelph,ON,N1H 7M3,Canada,43.5426342,-80.3054867,343-112-1151,(519) 821-5218,demo@wpmaps.com,,,
1757241 Ontario Inc.,O073,273 Miles Road,Hamilton,ON,L8W 1E2,Canada,43.1838927,-79.8628711,343-112-1152,,demo@wpmaps.com,,,
2465320 Ontario Inc.,A431,11 Briarwood Cres,Hamilton,ON,L9L 4B7,Canada,43.2334288,-79.8975325,343-112-1153,,demo@wpmaps.com,,,
687412 Ontario Ltd.,G113,1800 Barton Street E.,Hamilton,ON,L8H 2Y6,Canada,43.2444014,-79.7875529,343-112-1154,(905) 544-3870,demo@wpmaps.com,,,
ADDA Mechanical Ltd,A480,419 Montmorency Court,Hamilton,ON,L8K 6K8,Canada,43.2187667,-79.7915895,343-112-1155,,demo@wpmaps.com,,,
Aire One West Heating & Cooling (Hamilton),A237,1065 Upper James Street,Hamilton,ON,L9C 3A6,Canada,43.2204215,-79.8845829,343-112-1156,(905) 385-7167,demo@wpmaps.com,,,
Alco Sheet Metal,A040,401 Cannon St. E.,Hamilton,ON,L8L 2C5,Canada,43.2565681,-79.8495984,343-112-1157,,demo@wpmaps.com,,,
All Weather Heating and Cooling,A522,60 Greenwood Street,Hamilton,ON,L8T 3N3,Canada,43.2231871,-79.8339418,343-112-1158,,demo@wpmaps.com,,,
Amber Lee Limited ,A252,243 Beach Road,Hamilton,ON,L8L 4B1,Canada,43.2564519,-79.8185295,343-112-1159,(905) 549-6106,demo@wpmaps.com,,,
Archie Horn & Son Ltd,A163,Unit 1 - 31 Bigwin Road,Hamilton,ON,L8W 3R3,Canada,43.1934242,-79.822455,343-112-1160,(905) 318-3301,demo@wpmaps.com,,,
AWL Sheet Metal Ltd,A203,31 Macallum Street,Hamilton,ON,L8L 4E9,Canada,43.2678022,-79.8434076,343-112-1161,(905) 523-9375,demo@wpmaps.com,,,
Besseling Mechanical Inc.,B035,79 Covington Street,Hamilton,ON,L8E 2Y4,Canada,43.2389432,-79.7564686,343-112-1162,(905) 560-0505,demo@wpmaps.com,,,
Bullet Proof Heating and Cooling Ltd.,B275,Suite 201 - 540 Concession St.,Hamilton,ON,L8V 1A9,Canada,43.2409262,-79.8530007,343-112-1163,(888) 959-9121,demo@wpmaps.com,,,
Chamberlain Building Services Inc.,C239,Unit 14 - 1527 Upper Ottawa St,Hamilton,ON,L8W 3J4,Canada,43.1933161,-79.8421574,343-112-1164,(905) 664-5218,demo@wpmaps.com,,,
Cinnos Mission Critical Inc.,C329,Unit 305A - 175 Longwood Road South,Hamilton,ON,L8P 0A1,Canada,43.2568062,-79.900641,343-112-1165,,demo@wpmaps.com,,,
E. S. Fox Ltd.,F026H,35 Goderich Road,Hamilton,ON,L8E 4P2,Canada,43.2435585,-79.7593514,343-112-1166,(905) 547-3339,demo@wpmaps.com,,,
Fabristeel Ltd.,F051,Unit 9 - 60 Harlowe Road,Hamilton,ON,L8W 3R6,Canada,43.1909259,-79.8213138,343-112-1167,(905) 574-4660,demo@wpmaps.com,,,
Four Seasons Heating & Cooling,F125,70 Rowntree Drive,Hamilton,ON,L8W 2N3,Canada,43.2085587,-79.861052,343-112-1168,,demo@wpmaps.com,,,
Gas Fix Inc,G187,Unit Q - 601 Burlington St E,Hamilton,ON,L8L 4J5,Canada,43.2672826,-79.8369398,343-112-1169,(905) 523-4483,demo@wpmaps.com,,,
Hamco Heating & Cooling Ltd.,H188,200 Queen St. North,Hamilton,ON,L8R 2W3,Canada,43.2654753,-79.8757523,343-112-1170,(905) 529-4566,demo@wpmaps.com,,,
Hamilton-Wentnorth District School Board,H224,20 Education Court - PO Box 2558,Hamilton,ON,L8N3L1,Canada,43.221206,-79.8656728,343-112-1171,,demo@wpmaps.com,,,
Indoor Purities Heating & A/C,I056,67 Glover Road,Hamilton,ON,L8W 3S8,Canada,43.18324,-79.8270719,343-112-1172,,demo@wpmaps.com,,,
J & J's Heating and Air Conditioning,J073,1701 Brampton St.,Hamilton,ON,L8H 5Z4,Canada,43.2532112,-79.7873228,343-112-1173,,demo@wpmaps.com,,,
J. C. Indoor Clean Air Services,J103,18 Linden Street,Hamilton,ON,L8L 3H6,Canada,43.254132,-79.8222776,343-112-1174,(905) 388-1078,demo@wpmaps.com,,,
Keith's Plumbing & Heating Inc.,K052,647 Parkdale Ave North,Hamilton,ON,L8H 5Z1,Canada,43.2538223,-79.7849105,343-112-1175,,demo@wpmaps.com,,,
Krisalann Marine Services Inc,K081,601 - I Burlington St. East,Hamilton,ON,L8L 4J5,Canada,43.2672826,-79.8369398,343-112-1176,905-522-0703,demo@wpmaps.com,,,
Lancaster Group Inc.,L011,195 Hempstead Drive,Hamilton,ON,L8W 2E6,Canada,43.1956547,-79.8345211,343-112-1177,(905) 575-7166,demo@wpmaps.com,,,
Landon Maintenance,L074,Unit 25 - 1030 West 5th St.,Hamilton,ON,L9B 0A1,Canada,43.2115787,-79.8941817,343-112-1178,,demo@wpmaps.com,,,
Langton Inc.,L049,979 Main St. East,Hamilton,ON,L8M 1N2,Canada,43.2450669,-79.8290177,343-112-1179,(905) 312-9633,demo@wpmaps.com,,,
Leed Mechanical Services Inc.,L082,Unit 4 - 120 Lancing Dr,Hamilton,ON,L8W 3A1,Canada,43.1913635,-79.840638,343-112-1180,,demo@wpmaps.com,,,
Mattina Mechanical Limited,M114,211-A Lanark Street,Hamilton,ON,L8E 2Z9,Canada,43.2418608,-79.7505048,343-112-1181,(905) 544-3288,demo@wpmaps.com,,,
McCabe Refrig. (Hamilton) Ltd.,M055,"P.O. Box 280, LCD-1",Hamilton,ON,L8L 7V7,Canada,43.2573546,-79.892506,343-112-1182,(905) 381-9212,demo@wpmaps.com,,,
Quality Sheet Metal,Q053,27 Coralridge Court,Hamilton,ON,L9C 3T4,Canada,43.2230224,-79.890822,343-112-1183,(905) 318-7309,demo@wpmaps.com,,,
Rees Plumbing & Heating Ltd.,R250,128 Stewartdale Ave.,Hamilton,ON,L8K 4P5,Canada,43.2242733,-79.8099317,343-112-1184,905-547-7435,demo@wpmaps.com,,,
Scott Refrigeration HVAC Ltd.,S027,36 Lincoln Street,Hamilton,ON,L8L 7L5,Canada,43.2537072,-79.8206571,343-112-1185,(905) 527-1644,demo@wpmaps.com,,,
Shiba Mechanical Inc.,S350,"90 Lancing Drive, Unit 1",Hamilton,ON,L8W 3A1,Canada,43.1923162,-79.8412813,343-112-1186,,demo@wpmaps.com,,,
Shipton's Heating & Cooling Ltd.,S137,141 Kenilworth Ave. North,Hamilton,ON,L8H 4R9,Canada,43.2448668,-79.8081739,343-112-1187,,demo@wpmaps.com,,,
SMS Heating & Air Conditioning,S319,921 Hwy 6N,Hamilton,ON,L8N 2Z7,Canada,43.4066438,-80.0143656,343-112-1188,(905) 690-2949,demo@wpmaps.com,,,
Spurr Heating and Air Conditioning Inc.,S381,Unit 1 - 95 Hempstead Drive,Hamilton,ON,L8W 2S9,Canada,43.1956547,-79.8345211,343-112-1189,,demo@wpmaps.com,,,
Supply A.N.D. Services Inc,S407,20 Hughson St. Suite #303A,Hamilton,ON,L8N 2A1,Canada,43.2553276,-79.8684899,343-112-1190,,demo@wpmaps.com,,,
Tomel Mechanical Contractors Ltd.,T237,538 Upper Sherman Ave,Hamilton,ON,L8V 3M1,Canada,43.2320132,-79.8476839,343-112-1191,(289) 396-7516,demo@wpmaps.com,,,
Yoke Group Inc.,Y024,Unit 5 - 415 King St. E,Hamilton,ON,L8N 1C4,Canada,43.2533784,-79.856917,343-112-1192,,demo@wpmaps.com,,,
St Aubin Morrison Refrigeration Inc.,S258,70 Unsworth Dr.,Hamilton ,ON,L8W 3K4,Canada,43.1940023,-79.8409583,343-112-1193,(905) 381-4283,demo@wpmaps.com,,,
1785580 Ontario Ltd. ,M270,7676 Bamsey Dr.,Hamilton Township,ON,K0L 1E0,Canada,44.1004838,-78.2917645,343-112-1194,,demo@wpmaps.com,,,
PJC HVAC Sales Inc.,P141,4067 Heritage Drive,Hanmer,ON,P3P 1Y1,Canada,46.6392359,-81.0025302,343-112-1195,(705) 969-3339,demo@wpmaps.com,,,
1156475 Ontario Inc.,B282,4 Portside Drive Unit D,Hannon,ON,L0R 1P0,Canada,43.1720338,-79.7798497,343-112-1196,905-692-1171,demo@wpmaps.com,,,
Landon Mechanical Inc.,L067,Suite A - 2 Portside Street,Hannon,ON,L0R 1P0,Canada,43.1715461,-79.7823199,343-112-1197,(905) 692-8422,demo@wpmaps.com,,,
1715615 Ontario Ltd.,N124,1698 7th Line Asphodel,Hastings,ON,K0L 1Y0,Canada,44.3298063,-77.9889054,343-112-1198,,demo@wpmaps.com,,,
Clarksburg Contractors Limited,C156,Box 10  -  108 Main Street,Heathcote,ON,NOH 1N0,Canada,44.4976202,-80.4920772,343-112-1199,(519) 599-3490,demo@wpmaps.com,,,
Durand Heating & Cooling Ltd,D351,112 King St - PO Box 25,Hensall,ON,N0M 1X0,Canada,43.4344181,-81.5038917,343-112-1200,(519) 262-2463,demo@wpmaps.com,,,
Dial One Comfort Plus,D029,3 Station Street - PO Box 351,Hillsburgh,ON,N0B 1Z0,Canada,43.7880705,-80.1412506,343-112-1201,(905) 890-3994,demo@wpmaps.com,,,
DonAir Htg. & A.C. Service,D032,20248 Yonge St.,Holland Landing,ON,L9N 1B1,Canada,44.1223166,-79.4958498,343-112-1202,(905) 836-1670,demo@wpmaps.com,,,
604727 Ontario Inc ,H194,12069 Steeles Ave,Hornby,ON,L0P 1E0,Canada,43.5594849,-79.8517141,343-112-1203,905-876-1492,demo@wpmaps.com,,,
"2328123 Ontario Ltd., ",A481,14796 Dixie Road,Inglewood,ON,L7C 2M2,Canada,43.8175948,-79.8675404,343-112-1204,,demo@wpmaps.com,,,
1657903 Ontario Ltd.,B285 ,814 9th Line,Innisfil ,ON,L95 3Y7,Canada,44.3293624,-79.5437361,343-112-1205,905-717-1885,demo@wpmaps.com,,,
PGM Heating and Air Inc,P196,500 Mapleview Drive East,Innisfill,ON,L9S 3A5,Canada,44.3688302,-79.5390839,343-112-1206,,demo@wpmaps.com,,,
Smart Heating & Air Conditioning,S275,1200 Gilford Road,Innisfill,ON,L0L 1R0,Canada,44.2249328,-79.5355348,343-112-1207,(416) 261-4608,demo@wpmaps.com,,,
Accurate Heating & Airconditioning,A422,1024 Barton Ave,Keswick,ON,L4P 3E9,Canada,44.3022798,-79.4681652,343-112-1208,,demo@wpmaps.com,,,
Air Weldon,A329,44 Canal Street,Keswick,ON,L4P 1K5,Canada,44.1926913,-79.4815279,343-112-1209,,demo@wpmaps.com,,,
Comfort Heating & Air Conditioning Inc,C304,354 Miami Dr,Keswick,ON,L4P 2Z7,Canada,44.2044385,-79.4771304,343-112-1210,(905) 476-1954,demo@wpmaps.com,,,
GTF Mechanical ,G219,288 Rayners road,Keswick,ON,L4P 1G6,Canada,44.2446347,-79.4840901,343-112-1211,,demo@wpmaps.com,,,
Manny's Heating,M247,179 Church St.,Keswick,ON,L4P 1J4,Canada,44.2440725,-79.4686999,343-112-1212,,demo@wpmaps.com,,,
2459825 Ontario Inc.,K003,9 Lower Beach Road,Kincardine,ON,N2Z 1K7,Canada,44.193695,-81.634127,343-112-1213,(519) 291-5499,demo@wpmaps.com,,,
598794 Ontario Inc. ,B191,129 Mahood Johnson Drive,Kincardine,ON,N2Z 3A2,Canada,44.161501,-81.649785,343-112-1214,(519) 396-2371,demo@wpmaps.com,,,
Advanced Construction Tech.,A164,3935 Lloydtown Aurora Road,King,ON,L7B 0E7,Canada,43.9949114,-79.6033291,343-112-1215,(905) 939-7755,demo@wpmaps.com,,,
Grass Station Inc.,G137,2000 Davis Dive West,King,ON,L3Y 4V9,Canada,44.0420861,-79.5455908,343-112-1216,(905) 830-1335,demo@wpmaps.com,,,
BD Heating & Cooling,B265,130 Alex Campbell Cres,King City,ON,L7B 0C2,Canada,43.9324712,-79.5145561,343-112-1217,,demo@wpmaps.com,,,
C.E.C. Mechanical Ltd.,C138,16188 Bathurst Street,King City,ON,L7B 1K5,Canada,44.0171231,-79.5114028,343-112-1218,(905) 713-0736,demo@wpmaps.com,,,
Climate Plus Inc.,C178,3265  16th Side Road,King City,ON,L7B 1A3,Canada,43.9573426,-79.5709905,343-112-1219,,demo@wpmaps.com,,,
Energy Management Group Inc,E109,55 Kingsworth Road,King City,ON,L7B 1C5,Canada,43.9383595,-79.5542548,343-112-1220,(416) 229-4408,demo@wpmaps.com,,,
"Pro Heat  & Air, Inc.",P116,3471 17th Side Road,King City,ON,L7B 1K4,Canada,43.9726041,-79.5817844,343-112-1221,,demo@wpmaps.com,,,
Brooklyn Mechanical,B267,542 Portage Road,Kirkfield,ON,K0M 2B0,Canada,44.5485486,-79.0353473,343-112-1222,,demo@wpmaps.com,,,
"481803 Ontario Inc.,",E127,64 Underhill Crescent,Kitchener,ON,N2A 2S8,Canada,43.4285722,-80.4170689,343-112-1223,(519) 658-9384,demo@wpmaps.com,,,
AIM Industrial Inc.,A459,121 Washburn Dr,Kitchener,ON,N2R 1S1,Canada,43.4003299,-80.491013,343-112-1224,,demo@wpmaps.com,,,
Aire One KW Heating & Cooling,A232,1069 Victoria Street North,Kitchener,ON,N2B 3C7,Canada,43.4655893,-80.4586829,343-112-1225,(519) 569-7812,demo@wpmaps.com,,,
APS -  Air Pro Services,A274,140 Country Clair Street,Kitchener,ON,N2A 4J7,Canada,43.4469587,-80.4116782,343-112-1226,(519) 743-7100,demo@wpmaps.com,,,
Arthur's Heating & Cooling Inc.,A482,49 Medford Street,Kitchener,ON,N2N 2H9,Canada,43.4385729,-80.5396129,343-112-1227,,demo@wpmaps.com,,,
Baumaxx Construction Ltd.,B245,225 Frederick Street,Kitchener,ON,N2H 2M7,Canada,43.4539558,-80.4808642,343-112-1228,,demo@wpmaps.com,,,
Conestogo Mechanical Inc.,C063,50 Dumart Place,Kitchener,ON,N2K 3C7,Canada,43.4821292,-80.4585091,343-112-1229,(519) 579-5962,demo@wpmaps.com,,,
Energy Controls & Mech Services Inc.,E156,Unit 10 - 565 Trillium Drive,Kitchener,ON,N2R 1J4,Canada,43.3996487,-80.4728899,343-112-1230,(519) 893-0084,demo@wpmaps.com,,,
Fred Kau Plumbing & Heating Limited,F090,1 - 38 McBrine Place,Kitchener,ON,N2R 1G8,Canada,43.4009731,-80.4750352,343-112-1231,(519) 748-4584,demo@wpmaps.com,,,
Glenn Sider Plumbing & Heating Ltd,G206,Unit 1 - 49 McIntyre Pl,Kitchener,ON,N2R 1G3,Canada,43.4041035,-80.4779291,343-112-1232,(519) 748-1008,demo@wpmaps.com,,,
Jas 3 Heating Cooling Refrigeration Ltd,J070,20 Sereda Road,Kitchener,ON,N2H 4X7,Canada,43.471115,-80.477225,343-112-1233,(519) 741-4046,demo@wpmaps.com,,,
Jay Stewart Mech. Inc.,J050,1535 Strasburg Road,Kitchener,ON,N2R 1K2,Canada,43.4002606,-80.4670466,343-112-1234,(519) 576-5361,demo@wpmaps.com,,,
JTS Mechanical Systems,J098,100 campbell Ave,Kitchener,ON,N2H 4X8,Canada,43.4724606,-80.4779291,343-112-1235,,demo@wpmaps.com,,,
Koolzone Refrigeration Inc.,K045,Unit 102B - 5 Manitou Drive,Kitchener,ON,N2C 2J6,Canada,43.418259,-80.4544908,343-112-1236,(519) 570-2189,demo@wpmaps.com,,,
MBI Mechanical,M135,130 Birch Ave.,Kitchener,ON,N2H 4W8,Canada,43.4700052,-80.4824854,343-112-1237,(519) 576-0420,demo@wpmaps.com,,,
Nelco Mechanical Limited,N004,77 Edwin St. - P.O. Box 1086,Kitchener,ON,N2G 4G6,Canada,43.4631464,-80.4878328,343-112-1238,(519) 744-3072,demo@wpmaps.com,,,
Region of Waterloo,R240,10 Huron Road,Kitchener,ON,N2P 2R7,Canada,43.4004723,-80.4392552,343-112-1239,,demo@wpmaps.com,,,
Regional Air Heating & Cooling,R232,3 Verona St.,Kitchener,ON,N2R 1T4,Canada,43.3837026,-80.4847272,343-112-1240,,demo@wpmaps.com,,,
Startek Building Solutions,S129,315 West Forest Trail,Kitchener,ON,N2N 3J2,Canada,43.4326508,-80.5473825,343-112-1241,(519) 584-2429,demo@wpmaps.com,,,
The Roberts Group Inc.,W032,209 Manitou Drive,Kitchener,ON,N2C 1L4,Canada,43.4095001,-80.4498499,343-112-1242,(519) 578-2979,demo@wpmaps.com,,,
Velocity Mechanical Inc,V029,Unit B - 176 Forfar Ave,Kitchener,ON,N2B 3A1,Canada,43.4666943,-80.454077,343-112-1243,(519) 896-7898,demo@wpmaps.com,,,
Bruce Home Comfort Ltd,V065,P.O. Box 605,Kleinburg,ON,L0J 1C0,Canada,43.84376,-79.62842,343-112-1244,,demo@wpmaps.com,,,
E & S Mechanical Ltd.,E12,12151 Albion Vaughan Road,Kleinburg,ON,L0J 1C0,Canada,43.8710665,-79.7089106,343-112-1245,(905) 893-2497,demo@wpmaps.com,,,
Mistry Mechanical Inc,M333,71 Dunedin Drive,Kleinburg,ON,L4H 3Y6,Canada,43.8286522,-79.6543447,343-112-1246,,demo@wpmaps.com,,,
Toronto Heating and Cooling,T087,185 Timber Creek Blvd,Kleinburg,ON,L4H 3X8,Canada,43.8310703,-79.6454656,343-112-1247,,demo@wpmaps.com,,,
Zero Cool Mech. Systems,Z006,37 Springrain Court,Kleinburg,ON,L0J 1C0,Canada,43.8529858,-79.634464,343-112-1248,(905) 403-1306,demo@wpmaps.com,,,
Brown Sheet Metal Inc.,B273,18 James St,Lindsay,ON,K9V 3B2,Canada,44.3484621,-78.7349781,343-112-1249,(705) 324-6103,demo@wpmaps.com,,,
Ferguson & MacDonald Climate Control,F107,21 Kirkconnell Road,Lindsay,ON,K9V 6E6,Canada,44.3639552,-78.7603402,343-112-1250,,demo@wpmaps.com,,,
Karelsen Plumbing & Heating Ltd.,K044,191 St. David Street,Lindsay,ON,K9V 5K7,Canada,44.3716496,-78.7324316,343-112-1251,(705) 324-4851,demo@wpmaps.com,,,
MacDonald Climate Inc,M326,21 Kirkronnell rd,Lindsay,ON,K9V 6E6,Canada,44.3551646,-78.7607268,343-112-1252,,demo@wpmaps.com,,,
MLK Services Inc,M234,3836 Manser Rd,Linwood,ON,N0B 2A0,Canada,43.5822606,-80.7280024,343-112-1253,(519) 698-1154,demo@wpmaps.com,,,
Bostech Mechanical Ltd.,B159,590 Nichol Ave. S.,Listowel,ON,N4W 0A7,Canada,43.7247741,-80.9508733,343-112-1254,(866) 261-2651,demo@wpmaps.com,,,
P J Mechanical,P124,5 Summer Drive,Little Britain,ON,K0M 2C0,Canada,44.2102491,-78.8080665,343-112-1255,,demo@wpmaps.com,,,
Jack Dougan Associates,D030,74 Mumford Drive,Lively,ON,P3Y 1L2,Canada,46.4312529,-81.1094451,343-112-1256,(705) 692-5685,demo@wpmaps.com,,,
Art Blake Refrigeration,A089,350 Neptune Crescent,London,ON,N6M 1A1,Canada,42.9938209,-81.1388922,343-112-1257,(519) 659-5809,demo@wpmaps.com,,,
Cliff's Plumbing & Heating,C354,1136 Bruce Road 86  Box 309,Lucknow,ON,N0G 2H0,Canada,43.9579911,-81.5064494,343-112-1258,519-528-3125,demo@wpmaps.com,,,
1710068 Ontario Limited,B280,1128 Island Rd  / Box 45,Madoc  / Tweed,ON,K0K 2K0,Canada,44.6864811,-77.4875554,343-112-1259,,demo@wpmaps.com,,,
AC Temp Inc.,A375,7 Manda Drive,Maple,ON,L6A 3K5,Canada,43.8536113,-79.5424961,343-112-1260,,demo@wpmaps.com,,,
Air Efficiency Corp,A219,64 William Bowes Blvd,Maple,ON,L6A 4K4,Canada,43.8676915,-79.4867127,343-112-1261,,demo@wpmaps.com,,,
